"lat_lon_circle","weight","msg","idx","centre_lon","centre_lat"
"113.314744:23.098706|113.314743:23.098701|113.314744:23.098706|113.314746:23.098716|113.314749:23.098731|113.314751:23.098741|113.314758:23.098776|113.314776:23.098865|113.314786:23.098916|113.314790:23.098936|113.314816:23.099035|113.315087:23.099700|113.315288:23.101278|113.315290:23.101366|113.315293:23.101446|113.315311:23.101533|113.315326:23.101590|113.315405:23.101947|113.315472:23.102290|113.315539:23.102560|113.315624:23.103072|113.315636:23.103150|113.315646:23.103197|113.315983:23.104605|113.316024:23.105038|113.316036:23.105140|113.316053:23.105236|113.316056:23.105251|113.316069:23.105305|113.316357:23.106421|113.316368:23.106565|113.316400:23.106853|113.316433:23.107129|113.316458:23.107256|113.316468:23.107306|113.316523:23.107562|113.316535:23.107637|113.316550:23.107707|113.316591:23.107915|113.316618:23.108055|113.316630:23.108112|113.316639:23.108152|113.316737:23.108593|113.316975:23.109667|113.316985:23.109798|113.316990:23.109833|113.317011:23.109919|113.317036:23.109946|113.317318:23.110295|113.317752:23.110688|113.319528:23.111566|113.320188:23.111648|113.320264:23.111639|113.320609:23.111595|113.323074:23.112099|113.323489:23.112158|113.323825:23.112219|113.324376:23.112291|113.325875:23.112419|113.327332:23.112692|113.327627:23.112747|113.328474:23.112856|113.328579:23.112838|113.329209:23.112762|113.330092:23.112497|113.330380:23.112439|113.330526:23.112412|113.330805:23.112378|113.330998:23.112356|113.331304:23.112273|113.331514:23.112205|113.331659:23.112147|113.332520:23.111926|113.332737:23.111853|113.333193:23.111746|113.333537:23.111619|113.333904:23.111521|113.334299:23.111350|113.335855:23.111025|113.336841:23.110847|113.337649:23.110709|113.337711:23.110702|113.338213:23.110640|113.340555:23.110949|113.341025:23.109992|113.341266:23.108297|113.340608:23.105721|113.341259:23.104198|113.341351:23.103996|113.341409:23.101425|113.341413:23.101380|113.341433:23.101142|113.341434:23.101132|113.341433:23.101075|113.341426:23.100495|113.341433:23.100171|113.341328:23.099515|113.341318:23.095665|113.340621:23.095040|113.339776:23.094253|113.338938:23.093350|113.337350:23.092372|113.336726:23.091820|113.335572:23.091150|113.334920:23.090665|113.334758:23.090549|113.334091:23.089890|113.334030:23.089826|113.333619:23.089533|113.333572:23.089500|113.333560:23.089495|113.332296:23.088655|113.331433:23.088034|113.330635:23.087492|113.330608:23.087468|113.330560:23.087443|113.330009:23.087239|113.329256:23.086862|113.327181:23.085133|113.326859:23.084900|113.326827:23.084878|113.326793:23.084855|113.326675:23.084851|113.326638:23.084858|113.326601:23.084890|113.326528:23.084952|113.325998:23.085521|113.325605:23.085823|113.325473:23.085933|113.325332:23.086068|113.325275:23.086119|113.324715:23.086866|113.323723:23.087587|113.323663:23.087622|113.323643:23.087637|113.323603:23.087672|113.323580:23.087695|113.323568:23.087708|113.323376:23.087928|113.322861:23.088365|113.322849:23.088375|113.322829:23.088393|113.322782:23.088435|113.322730:23.088483|113.322166:23.089016|113.322140:23.089036|113.322023:23.089142|113.322004:23.089159|113.321933:23.089224|113.321916:23.089240|113.321397:23.089723|113.321186:23.089928|113.321144:23.089985|113.320203:23.090839|113.320191:23.090849|113.320118:23.090913|113.319857:23.091168|113.319727:23.091278|113.319394:23.091585|113.319384:23.091595|113.319346:23.091634|113.319298:23.091682|113.318536:23.092389|113.317841:23.093030|113.317800:23.093068|113.317752:23.093125|113.316816:23.093995|113.316775:23.094028|113.316623:23.094166|113.316580:23.094205|113.316458:23.094332|113.316043:23.095016|113.315995:23.095084|113.315308:23.095849|113.314448:23.096535|113.314385:23.096638|113.314510:23.097518|113.314723:23.098600|113.314739:23.098680","157739.283099506","Chi Gang","0","113.323998812191","23.0992071027882"
"113.349660:23.089066|113.349673:23.089058|113.349660:23.089066|113.349640:23.089079|113.349603:23.089106|113.349583:23.089122|113.349078:23.089488|113.348404:23.089976|113.348316:23.090042|113.347813:23.090437|113.345866:23.091811|113.345796:23.091864|113.345773:23.091895|113.341857:23.094851|113.341796:23.094926|113.341759:23.095123|113.341740:23.095398|113.341732:23.095581|113.341770:23.097730|113.341723:23.098327|113.341680:23.098585|113.341463:23.100101|113.341469:23.100523|113.341436:23.101072|113.341434:23.101167|113.341434:23.101185|113.341431:23.101460|113.341432:23.103813|113.341497:23.104045|113.341474:23.106863|113.341350:23.108238|113.341652:23.109886|113.341761:23.110070|113.341825:23.110109|113.342662:23.109911|113.343165:23.109844|113.345515:23.109487|113.345967:23.109491|113.346708:23.109435|113.347153:23.109408|113.347519:23.109401|113.348163:23.109425|113.348855:23.109411|113.350150:23.109330|113.351437:23.109315|113.351855:23.109295|113.352384:23.109301|113.352601:23.109283|113.352907:23.109273|113.353266:23.109252|113.353625:23.109224|113.354086:23.109214|113.354771:23.109193|113.355153:23.109172|113.355327:23.109169|113.355909:23.109154|113.355963:23.109154|113.356756:23.109135|113.357900:23.109136|113.359236:23.109178|113.360985:23.109257|113.361911:23.109168|113.361913:23.109168|113.362581:23.109185|113.362927:23.109209|113.363621:23.109184|113.366089:23.109014|113.366172:23.109005|113.368371:23.108685|113.370521:23.108911|113.370650:23.108746|113.371047:23.108175|113.371404:23.107695|113.371612:23.107402|113.371721:23.107223|113.371735:23.107195|113.371736:23.107155|113.371738:23.107093|113.371731:23.107057|113.371661:23.106865|113.371564:23.106625|113.371405:23.106270|113.370359:23.103645|113.370336:23.103180|113.370311:23.103071|113.370221:23.102798|113.369565:23.101025|113.369433:23.100650|113.369205:23.100002|113.369133:23.099810|113.368190:23.097160|113.367675:23.096243|113.366434:23.092120|113.365543:23.089633|113.365456:23.089363|113.365431:23.089317|113.365104:23.088611|113.364570:23.086866|113.364012:23.085314|113.363857:23.084861|113.363852:23.084844|113.363842:23.084813|113.363639:23.084249|113.363438:23.083705|113.363366:23.083487|113.363336:23.083394|113.363308:23.083321|113.363271:23.083219|113.363142:23.082876|113.361545:23.080551|113.360542:23.081196|113.359863:23.081700|113.359825:23.081745|113.357733:23.083777|113.355356:23.085073|113.355327:23.085093|113.353808:23.086098|113.353581:23.086225|113.353512:23.086275|113.353497:23.086286|113.353467:23.086310|113.352583:23.086958|113.352518:23.087000|113.351582:23.087705|113.349704:23.089041","86429.3481587842","Xin Gang Dong","1","113.358151097263","23.0989278365859"
"113.364049:23.085386|113.364027:23.085329|113.364049:23.085386|113.364568:23.086703|113.365231:23.088245|113.365459:23.089359|113.365501:23.089471|113.365565:23.089653|113.365571:23.089668|113.366444:23.092123|113.367458:23.094312|113.367966:23.095655|113.368186:23.097017|113.369595:23.100985|113.370219:23.102788|113.370324:23.103065|113.371250:23.105456|113.371425:23.106153|113.371564:23.106576|113.371723:23.107013|113.371765:23.107127|113.371987:23.107260|113.372363:23.107453|113.375275:23.108649|113.378285:23.107303|113.378923:23.107180|113.379133:23.107151|113.379393:23.107111|113.379924:23.107027|113.380130:23.106999|113.382612:23.106845|113.387175:23.106331|113.391546:23.101930|113.393323:23.100397|113.395797:23.098478|113.399943:23.095890|113.400766:23.095527|113.401139:23.095261|113.402339:23.094192|113.405197:23.092545|113.406140:23.092273|113.407227:23.091885|113.407973:23.090586|113.408102:23.089695|113.408100:23.089665|113.408082:23.089614|113.407910:23.089514|113.407733:23.089437|113.407610:23.089384|113.407319:23.089247|113.407040:23.089112|113.406799:23.088984|113.404477:23.087350|113.403588:23.087346|113.403586:23.087346|113.402948:23.087418|113.401059:23.087709|113.400004:23.087713|113.397998:23.087380|113.396984:23.087609|113.390406:23.086362|113.385807:23.085311|113.382681:23.081932|113.375209:23.078829|113.375082:23.078669|113.373567:23.076601|113.367986:23.075341|113.365394:23.074052|113.365028:23.074164|113.363287:23.077795|113.362597:23.079156|113.362632:23.079278|113.362941:23.080115|113.363167:23.082868|113.363341:23.083391|113.363617:23.084160|113.363639:23.084233|113.363834:23.084786|113.363844:23.084813","56925.2638757417","Pa Zhou","2","113.377737187853","23.094384313413"
"113.331468:23.088039|113.331449:23.088024|113.331468:23.088039|113.331478:23.088044|113.333142:23.089071|113.333576:23.089498|113.333627:23.089535|113.334263:23.089935|113.334926:23.090324|113.335671:23.090912|113.336818:23.091671|113.336883:23.091706|113.337116:23.091794|113.338010:23.092163|113.339983:23.092908|113.341846:23.093855|113.343475:23.093356|113.343531:23.093336|113.343660:23.093275|113.345790:23.091858|113.345828:23.091837|113.345835:23.091833|113.348436:23.089921|113.349192:23.089386|113.349299:23.089318|113.349436:23.089220|113.349558:23.089137|113.349581:23.089121|113.349618:23.089094|113.349665:23.089059|113.349678:23.089048|113.351803:23.087431|113.352672:23.086786|113.353464:23.086306|113.353479:23.086298|113.353516:23.086271|113.353561:23.086238|113.353703:23.086117|113.354087:23.085780|113.355286:23.084932|113.359848:23.081684|113.360530:23.081189|113.360710:23.080921|113.362523:23.079153|113.362593:23.079095|113.363339:23.077526|113.364974:23.074256|113.364908:23.074134|113.363988:23.071860|113.363587:23.071364|113.360400:23.066322|113.360316:23.064918|113.360273:23.064210|113.361957:23.060131|113.362440:23.059077|113.363409:23.057156|113.363446:23.056477|113.361727:23.052048|113.361710:23.052001|113.361700:23.051991|113.358585:23.049462|113.355036:23.048626|113.351484:23.046637|113.347220:23.045293|113.344189:23.048622|113.341117:23.049080|113.335917:23.047870|113.330151:23.049829|113.327828:23.054814|113.326811:23.056902|113.326428:23.057842|113.326269:23.058373|113.326215:23.058544|113.325217:23.061612|113.324770:23.063620|113.324753:23.063717|113.323858:23.066439|113.323108:23.068502|113.323121:23.068579|113.323205:23.068757|113.323539:23.069509|113.323904:23.070406|113.324302:23.071189|113.324349:23.071272|113.324901:23.072092|113.325008:23.072294|113.325488:23.073510|113.325617:23.074139|113.325704:23.074541|113.325838:23.075544|113.324900:23.079173|113.325114:23.080040|113.325133:23.080138|113.325301:23.080709|113.325403:23.080935|113.325648:23.081640|113.325905:23.082402|113.325959:23.082612|113.326222:23.083393|113.326294:23.083599|113.326321:23.083674|113.326563:23.084379|113.326610:23.084520|113.326623:23.084559|113.326646:23.084620|113.326772:23.084826|113.326785:23.084840|113.326819:23.084868|113.326841:23.084885|113.326889:23.084913|113.326946:23.084947|113.327240:23.085101|113.327409:23.085187|113.327666:23.085311|113.329135:23.086200|113.330521:23.087407|113.330702:23.087522","66829.0382771858","Xiao Zhou Cun","3","113.340401546209","23.0785348348838"
"113.263864:23.108987|113.263866:23.108977|113.263864:23.108987|113.263817:23.109186|113.263779:23.109349|113.263760:23.109426|113.263735:23.109542|113.263703:23.109711|113.263697:23.109831|113.263507:23.110731|113.263368:23.111120|113.263303:23.111335|113.263278:23.111433|113.263233:23.111630|113.263196:23.111781|113.263160:23.111936|113.263136:23.112048|113.263088:23.112233|113.263083:23.112253|113.263065:23.112326|113.263051:23.112380|113.263030:23.112472|113.263005:23.112572|113.262976:23.112695|113.262970:23.112722|113.262951:23.112812|113.262893:23.113062|113.262880:23.113117|113.262826:23.113347|113.262791:23.113470|113.262555:23.114494|113.262535:23.114557|113.262515:23.114635|113.262442:23.115611|113.262589:23.115645|113.264003:23.116241|113.265087:23.116692|113.265289:23.116772|113.265318:23.116782|113.265362:23.116797|113.265734:23.116911|113.266184:23.116914|113.266398:23.116928|113.266827:23.116869|113.266970:23.116835|113.267129:23.116793|113.267450:23.116710|113.267891:23.116599|113.268004:23.116567|113.268265:23.116502|113.268475:23.116449|113.268591:23.116419|113.268825:23.116332|113.268921:23.116296|113.269132:23.116200|113.269445:23.116079|113.270238:23.115922|113.270378:23.115894|113.270901:23.115600|113.272254:23.115358|113.273792:23.115058|113.273921:23.115046|113.276184:23.114277|113.276269:23.114246|113.276952:23.113764|113.278226:23.113015|113.279694:23.112607|113.281787:23.112570|113.281954:23.112573|113.284642:23.111565|113.286642:23.109592|113.289203:23.109011|113.289804:23.109068|113.290836:23.109316|113.291611:23.108889|113.291577:23.108355|113.291575:23.108240|113.291559:23.108111|113.291527:23.107956|113.291425:23.107450|113.291068:23.107205|113.289684:23.106256|113.289363:23.106039|113.289253:23.105959|113.289209:23.105929|113.289182:23.105911|113.289157:23.105894|113.289111:23.105863|113.289067:23.105834|113.288958:23.105762|113.288903:23.105724|113.288803:23.105659|113.288658:23.105560|113.288559:23.105494|113.288434:23.105411|113.288365:23.105366|113.288296:23.105322|113.288029:23.105148|113.287189:23.104584|113.286226:23.103935|113.286211:23.103920|113.286170:23.103891|113.286105:23.103848|113.285820:23.103662|113.285683:23.103568|113.285627:23.103528|113.285453:23.103411|113.285446:23.103406|113.285390:23.103369|113.285222:23.103259|113.285115:23.103185|113.284848:23.103023|113.284571:23.102882|113.284113:23.102588|113.283753:23.102291|113.283523:23.102153|113.283160:23.101920|113.282833:23.101750|113.282170:23.101420|113.281384:23.100685|113.281321:23.100642|113.281266:23.100607|113.281094:23.100489|113.280912:23.100375|113.280827:23.100335|113.280266:23.099982|113.280117:23.099854|113.280055:23.099808|113.279623:23.099505|113.279531:23.099443|113.279467:23.099404|113.279253:23.099259|113.279163:23.099201|113.279066:23.099134|113.278956:23.099072|113.278430:23.098744|113.278221:23.098562|113.278146:23.098511|113.278096:23.098478|113.278033:23.098436|113.277907:23.098351|113.277871:23.098327|113.277827:23.098297|113.277786:23.098270|113.277722:23.098228|113.277687:23.098230|113.277333:23.098235|113.277308:23.098235|113.276676:23.098284|113.276592:23.098305|113.275958:23.098423|113.275645:23.098550|113.275478:23.098666|113.275396:23.098722|113.275143:23.098901|113.275079:23.098945|113.275021:23.098989|113.273697:23.099917|113.273476:23.100059|113.273411:23.100099|113.273162:23.100275|113.273081:23.100326|113.272998:23.100386|113.272958:23.100416|113.272558:23.100693|113.270876:23.101867|113.270825:23.101907|113.270228:23.102308|113.270092:23.102405|113.270040:23.102439|113.270008:23.102468|113.269300:23.102999|113.269118:23.103088|113.268798:23.103294|113.268693:23.103370|113.268331:23.103623|113.268124:23.103781|113.267693:23.104081|113.267548:23.104166|113.267437:23.104238|113.267310:23.104326|113.267202:23.104402|113.267114:23.104461|113.267006:23.104536|113.266807:23.104676|113.266619:23.104808|113.266390:23.104963|113.266303:23.105023|113.266168:23.105118|113.266099:23.105165|113.266026:23.105215|113.266019:23.105220|113.265961:23.105261|113.265904:23.105300|113.265827:23.105355|113.265147:23.105824|113.264950:23.105968|113.264866:23.106047|113.264756:23.106177|113.264383:23.106859|113.264339:23.107017|113.264288:23.107214|113.264256:23.107344|113.264249:23.107372|113.264213:23.107540|113.264179:23.107665|113.264166:23.107720|113.264136:23.107902|113.263999:23.108439|113.263917:23.108765|113.263897:23.108840|113.263882:23.108902|113.263869:23.108962","170814.69675258","Jiang Wan Qiao","4","113.274915579428","23.107226209649"
"113.267129:23.089909|113.267109:23.089909|113.267129:23.089909|113.267233:23.089896|113.267385:23.089873|113.267448:23.089863|113.267525:23.089851|113.268185:23.089748|113.268289:23.089732|113.268830:23.089651|113.268869:23.089646|113.268927:23.089636|113.268972:23.089622|113.269036:23.089594|113.269478:23.089447|113.270746:23.089352|113.270838:23.089340|113.270965:23.089324|113.270983:23.089322|113.270990:23.089321|113.271057:23.089311|113.271105:23.089301|113.271211:23.089282|113.271324:23.089266|113.271638:23.089217|113.271765:23.089198|113.271966:23.089159|113.272304:23.089116|113.272664:23.089024|113.273222:23.088979|113.273289:23.088969|113.273367:23.088957|113.273454:23.088944|113.273639:23.088889|113.274613:23.088745|113.274869:23.088722|113.274902:23.088718|113.274936:23.088710|113.275072:23.088670|113.275648:23.088567|113.276112:23.087781|113.276124:23.087766|113.276157:23.087696|113.276528:23.086929|113.277132:23.085799|113.277172:23.085709|113.277497:23.085175|113.277518:23.085138|113.277575:23.085028|113.277574:23.084705|113.277305:23.084339|113.277071:23.084103|113.275865:23.082688|113.275726:23.082240|113.275157:23.081368|113.274727:23.080741|113.274417:23.080300|113.274307:23.080122|113.274292:23.080097|113.274277:23.080076|113.274216:23.079991|113.274178:23.079942|113.274006:23.079717|113.273449:23.078947|113.273433:23.078921|113.273356:23.078823|113.273140:23.078494|113.272942:23.078207|113.272937:23.078199|113.272630:23.077835|113.271785:23.076746|113.271131:23.075679|113.270855:23.075285|113.270765:23.075156|113.270631:23.074967|113.270608:23.074935|113.270596:23.074918|113.270500:23.074785|113.270079:23.074203|113.270030:23.074126|113.269902:23.073963|113.269646:23.073595|113.269591:23.073513|113.269578:23.073496|113.269548:23.073456|113.269503:23.073394|113.269284:23.073086|113.269214:23.072986|113.269193:23.072963|113.268574:23.072099|113.268044:23.071346|113.266585:23.069595|113.265172:23.067327|113.265025:23.067371|113.263954:23.068055|113.262296:23.068434|113.262288:23.068499|113.262376:23.069457|113.259224:23.071938|113.257316:23.072346|113.256411:23.074104|113.253832:23.074654|113.253525:23.075009|113.251840:23.077334|113.251641:23.077604|113.249671:23.080168|113.248999:23.081594|113.248492:23.082375|113.247808:23.084404|113.247703:23.084684|113.246907:23.085860|113.246724:23.086246|113.246917:23.086490|113.248148:23.087871|113.249588:23.088572|113.249628:23.088603|113.249806:23.088690|113.249978:23.088770|113.251448:23.089488|113.251772:23.089664|113.252003:23.089775|113.252172:23.089859|113.252591:23.090069|113.252693:23.090116|113.252893:23.090215|113.252953:23.090245|113.253108:23.090317|113.253270:23.090404|113.254727:23.091084|113.254853:23.091178|113.255061:23.091290|113.255111:23.091315|113.255131:23.091325|113.255249:23.091382|113.255308:23.091412|113.255949:23.091419|113.256755:23.091395|113.257162:23.091386|113.257354:23.091393|113.257645:23.091361|113.257807:23.091338|113.257825:23.091335|113.258093:23.091291|113.258252:23.091270|113.258400:23.091245|113.258450:23.091237|113.258500:23.091229|113.258531:23.091224|113.258644:23.091206|113.260529:23.090921|113.260536:23.090921|113.260760:23.090870|113.260850:23.090829|113.262008:23.090295|113.263812:23.090262|113.264344:23.090317|113.264731:23.090278|113.264898:23.090253|113.264971:23.090222|113.266235:23.089953|113.267016:23.089906|113.267082:23.089908","131452.026717962","Bao Gang","5","113.264721835279","23.0842530789717"
"113.293827:23.075949|113.293818:23.075921|113.293827:23.075949|113.293865:23.076071|113.294747:23.078074|113.295032:23.079563|113.295290:23.080379|113.295353:23.080591|113.295852:23.081553|113.297944:23.080712|113.298763:23.080647|113.298978:23.080595|113.299067:23.080576|113.299507:23.080484|113.299683:23.080401|113.302165:23.079408|113.302217:23.079386|113.302490:23.079276|113.303549:23.078813|113.306687:23.077427|113.307463:23.077259|113.307654:23.077206|113.307679:23.077196|113.308002:23.077069|113.308947:23.076690|113.309225:23.076569|113.309257:23.076553|113.309295:23.076526|113.309964:23.076099|113.310078:23.076029|113.312481:23.075174|113.318366:23.072551|113.318476:23.072142|113.323076:23.068143|113.323138:23.067747|113.323154:23.066672|113.324500:23.063786|113.325602:23.060351|113.326244:23.058393|113.326378:23.057979|113.326420:23.057855|113.326433:23.057815|113.326440:23.057789|113.326914:23.056105|113.326134:23.055499|113.321547:23.051151|113.321492:23.051096|113.321377:23.051234|113.316026:23.053629|113.311509:23.057443|113.308279:23.056349|113.308218:23.056329|113.304257:23.056845|113.299848:23.056173|113.295785:23.055223|113.290154:23.056665|113.288030:23.057946|113.288140:23.058669|113.288340:23.059198|113.288765:23.060375|113.288888:23.060925|113.289096:23.061518|113.289763:23.063514|113.290249:23.065077|113.290266:23.065125|113.291091:23.067645|113.291144:23.067820|113.291151:23.067840|113.291159:23.067862|113.291535:23.068968|113.291661:23.069391|113.291731:23.069602|113.291774:23.069731|113.291784:23.069759|113.291887:23.070076|113.291954:23.070264|113.291973:23.070319|113.292058:23.070591|113.292076:23.070649|113.292322:23.071352|113.292387:23.071584|113.292412:23.071669|113.292452:23.071789|113.292499:23.071885|113.293059:23.073609|113.293099:23.073747|113.293108:23.073776|113.293138:23.073868|113.293185:23.074006|113.293319:23.074369","87088.8618883311","Nan Zhou","6","113.302385170765","23.0679711023928"
"113.272937:23.078194|113.272932:23.078179|113.272937:23.078194|113.272992:23.078274|113.273137:23.078475|113.273384:23.078815|113.273446:23.078905|113.273466:23.078932|113.273540:23.079020|113.274081:23.079799|113.274228:23.080004|113.274262:23.080054|113.274287:23.080089|113.274350:23.080175|113.274722:23.080673|113.274857:23.080845|113.275154:23.081107|113.275429:23.081395|113.275604:23.081568|113.277135:23.083910|113.277296:23.084236|113.277556:23.084657|113.277651:23.084657|113.278632:23.084600|113.279150:23.084576|113.279579:23.084517|113.280383:23.084378|113.280411:23.084376|113.280459:23.084363|113.280466:23.084361|113.280738:23.084272|113.281151:23.084091|113.282605:23.083871|113.283215:23.083894|113.283359:23.083876|113.284066:23.083755|113.284174:23.083737|113.284330:23.083710|113.284637:23.083656|113.284682:23.083645|113.284809:23.083607|113.286202:23.083381|113.286295:23.083376|113.286581:23.083327|113.287086:23.083234|113.287780:23.083106|113.288177:23.083056|113.288264:23.083036|113.288363:23.083013|113.288801:23.082938|113.289898:23.082763|113.289917:23.082763|113.289947:23.082758|113.290475:23.082657|113.292576:23.082240|113.292651:23.082247|113.292927:23.082246|113.293309:23.082187|113.294068:23.081962|113.294562:23.081800|113.295363:23.080653|113.295360:23.080635|113.295355:23.080606|113.295295:23.080427|113.294947:23.079584|113.294714:23.078924|113.294427:23.078040|113.294034:23.077175|113.293857:23.076139|113.293833:23.075996|113.293817:23.075956|113.293810:23.075939|113.293788:23.075901|113.293194:23.074083|113.293192:23.074055|113.293175:23.073990|113.293126:23.073838|113.293084:23.073727|113.293046:23.073646|113.292772:23.072993|113.292477:23.071900|113.292451:23.071789|113.292436:23.071743|113.292406:23.071654|113.292387:23.071603|113.292361:23.071529|113.292093:23.070728|113.292074:23.070656|113.292058:23.070601|113.292048:23.070574|113.291956:23.070294|113.291901:23.070149|113.291813:23.069872|113.291798:23.069821|113.291777:23.069754|113.291680:23.069469|113.291590:23.069201|113.291419:23.068785|113.291164:23.067892|113.291147:23.067833|113.291125:23.067768|113.291061:23.067651|113.290254:23.065145|113.290236:23.065070|113.290221:23.065027|113.289912:23.064300|113.289829:23.064115|113.289638:23.063597|113.289475:23.063196|113.289268:23.062678|113.289036:23.061630|113.289017:23.061486|113.288780:23.060870|113.288688:23.060450|113.288668:23.060392|113.288292:23.059206|113.288153:23.058825|113.288110:23.058682|113.287870:23.057976|113.287212:23.057999|113.286272:23.058631|113.285360:23.059026|113.285257:23.059062|113.283664:23.059786|113.283432:23.059821|113.278478:23.057394|113.273598:23.057753|113.273378:23.057764|113.273207:23.057766|113.272736:23.057821|113.268889:23.060313|113.267616:23.065695|113.267587:23.065712|113.265374:23.067244|113.266762:23.068983|113.267692:23.070300|113.268044:23.071328|113.268602:23.072044|113.269175:23.072908|113.269192:23.072940|113.269232:23.073004|113.269262:23.073047|113.269340:23.073148|113.269513:23.073389|113.269556:23.073454|113.269593:23.073506|113.270002:23.074076|113.270097:23.074216|113.270493:23.074766|113.270505:23.074785|113.270540:23.074835|113.270626:23.074959|113.270645:23.074984|113.270795:23.075193|113.270853:23.075268|113.271108:23.075451|113.272722:23.077525","122506.97129462","Shi Xi","7","113.282339503372","23.0736067789841"
